Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A890776,Pistachio,11/4/2023 15:33,23-Nov,7/28/2023,Adoption,,Cat,Intact Female,3 months,Domestic Shorthair,Brown Tabby/White
A890777,Cashew,11/4/2023 15:33,23-Nov,7/28/2023,Adoption,,Cat,Intact Male,3 months,Domestic Shorthair,Blue Tabby
A891356,*Turbo,11/4/2023 15:54,23-Nov,9/14/2023,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair,Black/White
A892331,,11/4/2023 15:54,23-Nov,9/4/2023,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair,Orange/White
A891577,Luna,11/4/2023 15:55,23-Nov,8/17/2023,Adoption,,Cat,Intact Female,2 months,Domestic Medium Hair,Blue/White
A851613,Namy,11/4/2023 16:19,23-Nov,2/15/2018,Adoption,,Dog,Spayed Female,5 years,Siberian Husky,Gray/White
A892247,Benjamin,11/4/2023 16:27,23-Nov,3/2/2023,Return to Owner,,Dog,Intact Male,8 months,American Pit Bull Terrier Mix,White/Black
A888969,Dolce,11/4/2023 16:52,23-Nov,6/15/2023,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Brown Tabby
A892315,Korra,11/4/2023 17:38,23-Nov,11/4/2021,Return to Owner,,Dog,Intact Female,2 years,German Shepherd/Siberian Husky,White
A891679,,11/4/2023 18:33,23-Nov,8/11/2023,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair,Tortie
A892096,,11/5/2023 0:00,23-Nov,11/1/2017,Transfer,Partner,Cat,Neutered Male,6 years,Domestic Shorthair,Black
A892334,Taka,11/5/2023 12:03,23-Nov,9/23/2022,Return to Owner,,Dog,Intact Female,1 year,Border Collie Mix,Red/White
A889648,*Fireball,11/5/2023 13:28,23-Nov,8/23/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Orange Tabby
A887452,*Shadow,11/5/2023 13:32,23-Nov,8/18/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Blue Tabby
A892167,,11/5/2023 13:32,23-Nov,10/9/2023,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair,Cream Tabby/White
A886534,*Oliver,11/5/2023 13:37,23-Nov,6/20/2023,Adoption,Foster,Dog,Neutered Male,4 months,Labrador Retriever Mix,White/Tan
A888974,Rainy,11/5/2023 13:42,23-Nov,5/8/2010,Adoption,Foster,Cat,Spayed Female,13 years,Domestic Shorthair,Calico
A890316,*Tully,11/5/2023 13:46,23-Nov,8/21/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Blue Tabby
A890318,*Violet,11/5/2023 13:50,23-Nov,8/21/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Blue Tabby/White
A890317,*Alay Magnolia,11/5/2023 13:51,23-Nov,8/21/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Medium Hair,Blue Tabby
A890315,*Orienne,11/5/2023 13:57,23-Nov,10/5/2021,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby
A892311,Wolfie,11/5/2023 14:19,23-Nov,11/4/2022,Return to Owner,,Dog,Intact Female,1 year,Maltese,White
A761265,Lucas,11/5/2023 14:22,23-Nov,11/1/2015,Return to Owner,,Dog,Neutered Male,8 years,Border Collie Mix,Black/Gray
A761266,Baily,11/5/2023 14:33,23-Nov,11/4/2015,Return to Owner,,Dog,Spayed Female,8 years,Border Collie Mix,Black/White
A891716,Heimdallr,11/5/2023 15:04,23-Nov,7/29/2023,Adoption,,Cat,Intact Male,3 months,Domestic Medium Hair,White/Blue Tabby
A889693,*Katze,11/5/2023 15:32,23-Nov,8/23/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Black
A892230,Blu,11/5/2023 15:56,23-Nov,9/10/2023,Adoption,,Dog,Intact Male,1 month,Dachshund/Chihuahua Shorthair,Black/Tan
A890453,Blare,11/5/2023 15:58,23-Nov,9/7/2023,Adoption,,Dog,Intact Female,1 month,Labrador Retriever Mix,Tan
A886716,*Limoncello,11/5/2023 16:01,23-Nov,8/9/2022,Adoption,,Dog,Spayed Female,1 year,Pit Bull,White/Brown
A892231,Snickers,11/5/2023 16:28,23-Nov,9/10/2023,Adoption,,Dog,Intact Male,1 month,Dachshund/Chihuahua Shorthair,Black/Tan
A891817,,11/5/2023 16:34,23-Nov,10/28/2022,Adoption,,Cat,Intact Male,1 year,Domestic Shorthair,Brown Tabby/White
A889443,Minnie Mouse,11/5/2023 16:45,23-Nov,9/22/2013,Adoption,,Cat,Spayed Female,10 years,Domestic Shorthair,Brown Tabby
A881941,*Angel,11/5/2023 17:28,23-Nov,4/13/2016,Adoption,,Dog,Spayed Female,7 years,Pit Bull Mix,White/Brown
A892234,Minnie,11/5/2023 17:28,23-Nov,9/10/2023,Adoption,,Dog,Intact Female,1 month,Dachshund/Chihuahua Shorthair,Brown/Tan
A878961,*Brisket,11/5/2023 17:32,23-Nov,4/19/2021,Adoption,,Dog,Neutered Male,2 years,Great Dane/Boxer,Brown Merle/Black
A889691,*Koshka,11/5/2023 17:42,23-Nov,8/23/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Black
A889692,*Gato,11/5/2023 17:47,23-Nov,8/23/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Black
A892235,King,11/5/2023 18:12,23-Nov,9/10/2023,Adoption,,Dog,Intact Male,1 month,Dachshund/Chihuahua Shorthair,Brown/Tan
A892232,Ducky,11/5/2023 18:38,23-Nov,9/10/2023,Adoption,,Dog,Intact Male,1 month,Dachshund/Chihuahua Shorthair,Tan
A891354,*Hansel,11/5/2023 19:21,23-Nov,5/21/2023,Adoption,,Dog,Intact Male,5 months,Labrador Retriever,White
A892257,,11/6/2023 8:45,23-Nov,11/3/2021,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Brown Tabby/White
A891869,*Boomerang,11/6/2023 8:45,23-Nov,10/28/2021,Transfer,Snr,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby/White
A892290,Honey Mustard,11/6/2023 8:46,23-Nov,11/3/2021,Transfer,Snr,Cat,Intact Female,2 years,Domestic Shorthair,Calico/White
A891987,,11/6/2023 8:47,23-Nov,10/30/2021,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Brown Tabby
A879096,*Honky Tonk,11/6/2023 9:36,23-Nov,4/21/2015,Adoption,Foster,Dog,Neutered Male,8 years,Labrador Retriever,White
A892098,,11/6/2023 11:17,23-Nov,10/10/2023,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair,Blue Tabby
A866940,*Casper,11/6/2023 11:44,23-Nov,6/28/2022,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Yellow/White
A892202,,11/6/2023 12:16,23-Nov,9/2/2023,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair,Orange Tabby
A887156,*Horatio,11/6/2023 12:46,23-Nov,2/16/2022,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Black/White
A892396,Tiger,11/6/2023 12:58,23-Nov,6/5/2022,Return to Owner,,Cat,Intact Female,1 year,Domestic Shorthair,Brown Tabby
A892399,,11/6/2023 13:49,23-Nov,5/21/2023,Transfer,Partner,Dog,Intact Male,5 months,Labrador Retriever/Pointer,Black/White
A887825,Rex,11/6/2023 15:52,23-Nov,6/12/2023,Adoption,,Dog,Neutered Male,4 months,Redbone Hound Mix,Red/White
A891458,,11/6/2023 16:02,23-Nov,10/23/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Cream Tabby
A890070,*Grogu,11/6/2023 16:31,23-Nov,5/11/2023,Adoption,,Dog,Neutered Male,5 months,Catahoula Mix,Tan/White
A889681,Nala,11/6/2023 16:33,23-Nov,7/18/2023,Adoption,,Dog,Spayed Female,3 months,Labrador Retriever Mix,Black
A891692,Winnie,11/6/2023 16:43,23-Nov,7/8/2023,Adoption,,Dog,Intact Female,3 months,German Shepherd,Black/Tan
A890908,,11/6/2023 16:46,23-Nov,7/23/2023,Adoption,,Dog,Spayed Female,3 months,American Foxhound Mix,Brown/White
A891541,*Frisky,11/6/2023 17:14,23-Nov,10/24/2022,Adoption,,Dog,Neutered Male,1 year,Maltese/Miniature Poodle,White/Tan
A892233,,11/6/2023 17:24,23-Nov,9/10/2023,Adoption,,Dog,Intact Female,1 month,Dachshund/Chihuahua Shorthair,Tan
A892453,Emma,11/6/2023 17:25,23-Nov,5/6/2022,Return to Owner,,Dog,Intact Female,1 year,Pit Bull/Australian Cattle Dog,White
A891579,Luna,11/6/2023 17:30,23-Nov,8/9/2023,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair,White/Cream
A891718,,11/6/2023 17:34,23-Nov,7/26/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Tortie
A892156,Mara,11/6/2023 17:36,23-Nov,11/2/2016,Transfer,Partner,Dog,Intact Female,7 years,Chihuahua Shorthair,Black/White
A889978,*Anna,11/6/2023 17:48,23-Nov,6/2/2023,Adoption,,Dog,Spayed Female,5 months,Boxer Mix,Tan
A892227,Lone,11/6/2023 18:24,23-Nov,7/2/2023,Adoption,,Cat,Intact Female,4 months,Domestic Shorthair,Blue Tabby
A891193,Zelda,11/6/2023 18:28,23-Nov,3/18/2023,Adoption,,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Brown Tabby
A891191,Loki,11/6/2023 18:28,23-Nov,3/18/2023,Adoption,,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Brown Tabby/White
A889838,Amara,11/6/2023 18:42,23-Nov,8/30/2023,Adoption,,Dog,Spayed Female,2 months,Pit Bull,Brown/White
A876613,*Perla,11/6/2023 19:13,23-Nov,3/16/2021,Adoption,,Dog,Spayed Female,2 years,American Pit Bull Terrier,Red/White
A890166,Bear,11/7/2023 11:06,23-Nov,10/3/2021,Adoption,,Dog,Neutered Male,2 years,Plott Hound Mix,Brown Brindle
A891105,,11/7/2023 11:07,23-Nov,7/24/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Medium Hair,Brown Tabby/White
A890765,,11/7/2023 11:08,23-Nov,8/20/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby
A891040,Stitch,11/7/2023 11:18,23-Nov,8/16/2023,Adoption,,Dog,Neutered Male,2 months,German Shepherd Mix,Brown/Tan
A853117,*Lambert,11/7/2023 12:38,23-Nov,6/23/2017,Transfer,Partner,Dog,Neutered Male,6 years,Pit Bull,Blue
A890035,*Cornelia,11/7/2023 12:41,23-Nov,2/1/2023,Adoption,,Cat,Spayed Female,9 months,Domestic Shorthair Mix,White/Blue
A866254,Tina,11/7/2023 14:33,23-Nov,9/27/2020,Rto-Adopt,,Dog,Spayed Female,3 years,American Staffordshire Terrier/Boston Terrier,Brown Brindle/White
A892539,,11/7/2023 15:36,23-Nov,4/7/2023,Transfer,Partner,Dog,Intact Female,7 months,French Bulldog,Blue/White
A891205,Wes,11/7/2023 16:23,23-Nov,7/18/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Black
A892277,,11/7/2023 16:24,23-Nov,11/3/2021,Adoption,,Dog,Neutered Male,2 years,Standard Schnauzer,Black/White
A890856,Shimeji,11/7/2023 16:30,23-Nov,10/13/2022,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Blue
A889919,Penn,11/7/2023 16:50,23-Nov,8/14/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby
A891109,,11/7/2023 17:33,23-Nov,7/24/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby/White
A891112,,11/7/2023 17:48,23-Nov,7/24/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Black
A890272,Jelly,11/7/2023 17:59,23-Nov,10/4/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Blue Tabby/White
A888234,Toast,11/7/2023 18:23,23-Nov,7/2/2023,Adoption,,Dog,Spayed Female,4 months,Jack Russell Terrier Mix,White/Brown
A890907,Max,11/7/2023 18:25,23-Nov,7/23/2023,Adoption,,Dog,Neutered Male,3 months,American Foxhound Mix,Black/White
A889458,*Hank,11/7/2023 18:53,23-Nov,8/12/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Black
A892568,,11/8/2023 10:07,23-Nov,9/28/2023,Transfer,Partner,Dog,Intact Female,1 month,Labrador Retriever,White
A892571,,11/8/2023 10:08,23-Nov,9/25/2023,Transfer,Partner,Dog,Intact Female,1 month,Labrador Retriever,Tan
A892570,,11/8/2023 10:08,23-Nov,9/25/2023,Transfer,Partner,Dog,Intact Female,1 month,Labrador Retriever,Tan
A892573,,11/8/2023 10:11,23-Nov,9/22/2023,Transfer,Partner,Dog,Intact Female,1 month,Labrador Retriever,Brown Brindle/White
A892572,,11/8/2023 10:11,23-Nov,9/25/2023,Transfer,Partner,Dog,Intact Female,1 month,Labrador Retriever,Tan
A892574,,11/8/2023 10:12,23-Nov,9/28/2023,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever,Black
A892575,,11/8/2023 10:12,23-Nov,9/25/2023,Transfer,Partner,Dog,Intact Female,1 month,Labrador Retriever,Chocolate
A892577,,11/8/2023 10:13,23-Nov,9/25/2023,Transfer,Partner,Dog,Intact Female,1 month,Labrador Retriever,Brown/White
A892578,,11/8/2023 10:13,23-Nov,9/25/2023,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever,Brown Brindle
A892579,,11/8/2023 10:14,23-Nov,9/25/2023,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever,Brown/White
A892580,,11/8/2023 10:15,23-Nov,9/25/2023,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever,Buff/Tan
A892581,,11/8/2023 10:15,23-Nov,9/25/2023,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever,Tan/White
A892582,,11/8/2023 10:16,23-Nov,9/25/2023,Transfer,Partner,Dog,Intact Female,1 month,Labrador Retriever,White/Black Brindle
A892596,,11/8/2023 11:00,23-Nov,9/25/2023,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever,Chocolate
A891734,*Frida,11/8/2023 11:33,23-Nov,10/27/2008,Adoption,Foster,Dog,Intact Female,15 years,Chihuahua Shorthair,Tan/White
A892285,*Godzilla,11/8/2023 12:10,23-Nov,11/3/2021,Adoption,,Other,Neutered Male,2 years,Flemish Giant,Black
A891944,*James,11/8/2023 13:34,23-Nov,7/30/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Blue Tabby/White
A889819,Gus,11/8/2023 14:32,23-Nov,9/28/2022,Adoption,,Dog,Neutered Male,1 year,Pit Bull,White/Brown
A892326,,11/8/2023 14:39,23-Nov,11/4/2017,Transfer,Partner,Dog,Intact Female,6 years,Pug,Brown
A892345,,11/8/2023 15:18,23-Nov,9/4/2023,Transfer,Partner,Other,Unknown,2 months,Hedgehog,White/Black
A888667,Buster,11/8/2023 15:28,23-Nov,9/11/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby
A891689,Casssie,11/8/2023 15:58,23-Nov,8/26/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Calico
A887872,Violet,11/8/2023 16:05,23-Nov,7/3/2023,Adoption,,Dog,Spayed Female,4 months,Boxer/Pit Bull,Brown/Black
A889979,Jazz,11/8/2023 16:14,23-Nov,5/8/2023,Adoption,,Dog,Spayed Female,6 months,Boxer Mix,Tan
A889836,Kota,11/8/2023 16:22,23-Nov,8/30/2023,Adoption,,Dog,Spayed Female,2 months,Pit Bull,Brown/White
A892518,,11/8/2023 16:23,23-Nov,11/7/2021,Return to Owner,,Cat,Spayed Female,2 years,Domestic Shorthair,Black
A890860,Black Bear,11/8/2023 16:31,23-Nov,10/13/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Black
A889466,Oreo,11/8/2023 16:44,23-Nov,8/2/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Black/White
A890251,Smoke,11/8/2023 16:59,23-Nov,10/4/2022,Adoption,,Dog,Neutered Male,1 year,Pit Bull,Blue
A892685,,11/8/2023 17:00,23-Nov,10/15/2023,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair,Black
A890846,Alizee,11/8/2023 17:10,23-Nov,10/13/2021,Adoption,,Dog,Spayed Female,2 years,Pit Bull,Tricolor
A890716,Dodger,11/8/2023 17:18,23-Nov,10/11/2020,Adoption,,Dog,Neutered Male,3 years,Australian Cattle Dog Mix,Blue Tick
A891111,Margot,11/8/2023 17:24,23-Nov,7/24/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby
A892620,Chico,11/8/2023 17:59,23-Nov,11/8/2022,Transfer,Partner,Dog,Intact Male,1 year,Labrador Retriever Mix,Tan/Cream
A891549,Apollo,11/8/2023 18:05,23-Nov,10/24/2022,Adoption,,Dog,Intact Male,1 year,German Shepherd Mix,Black/Tan
A889158,Cendra,11/8/2023 18:22,23-Nov,8/8/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby
A892224,Ellie,11/8/2023 18:42,23-Nov,9/10/2023,Adoption,,Dog,Intact Female,1 month,Labrador Retriever,Yellow/White
A892162,Solara,11/8/2023 18:49,23-Nov,11/2/2020,Adoption,,Dog,Intact Female,3 years,Maltese,White
A891474,Bynx,11/8/2023 18:57,23-Nov,8/23/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Black
A892713,Honey Bun,11/9/2023 12:01,23-Nov,11/8/2022,Transfer,Partner,Dog,Intact Male,1 year,Pit Bull/Chihuahua Shorthair,Tan
A889917,*Sriracha,11/9/2023 12:31,23-Nov,8/14/2023,Adoption,,Cat,Spayed Female,2 months,Abyssinian,Agouti
A882244,*Dirk,11/9/2023 13:51,23-Nov,6/2/2018,Adoption,,Dog,Neutered Male,5 years,Pit Bull,White/Brown
A889592,*Atlas,11/9/2023 14:20,23-Nov,4/25/2022,Adoption,,Dog,Neutered Male,1 year,Siberian Husky,Black/White
A892440,,11/9/2023 14:26,23-Nov,11/6/2021,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Brown Tabby
A892444,,11/9/2023 14:29,23-Nov,11/6/2021,Transfer,Snr,Cat,Unknown,2 years,Domestic Medium Hair,Black/White
A892442,,11/9/2023 14:31,23-Nov,11/6/2021,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Blue
A892749,,11/9/2023 14:35,23-Nov,11/9/2021,Transfer,Partner,Dog,Intact Male,2 years,Pit Bull,Brown Brindle
A892487,Cupcake Ramirez,11/9/2023 15:14,23-Nov,11/7/2021,Return to Owner,,Dog,Intact Female,2 years,Miniature Schnauzer,White/Brown
A891477,Boba,11/9/2023 15:25,23-Nov,8/13/2023,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair,Torbie
A891848,,11/9/2023 15:41,23-Nov,9/7/2023,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair,Cream Tabby
A889843,*Delhi,11/9/2023 15:59,23-Nov,8/30/2023,Adoption,,Dog,Neutered Male,2 months,Pit Bull,Brown/White
A890288,Aspen,11/9/2023 16:01,23-Nov,10/22/2014,Adoption,,Cat,Spayed Female,9 years,Domestic Shorthair,Cream Tabby
A891471,Ophelia,11/9/2023 16:10,23-Nov,8/23/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Black
A889160,Luna,11/9/2023 16:18,23-Nov,8/18/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A889594,Sherry,11/9/2023 16:21,23-Nov,8/16/2023,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever/German Shepherd,White
A889840,Rex,11/9/2023 16:27,23-Nov,8/30/2023,Adoption,,Dog,Neutered Male,2 months,Pit Bull,Brown/White
A889451,Anakin,11/9/2023 16:29,23-Nov,11/9/2019,Adoption,,Cat,Neutered Male,4 years,Domestic Shorthair,Black/Black
A891504,,11/9/2023 17:04,23-Nov,1/23/2023,Adoption,,Cat,Neutered Male,9 months,Domestic Shorthair,Black
A891564,Roux,11/9/2023 17:05,23-Nov,8/22/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Flame Point
A889842,Pancho,11/9/2023 17:12,23-Nov,8/30/2023,Adoption,,Dog,Neutered Male,2 months,Pit Bull,Brown/White
A891031,Pookie,11/9/2023 17:16,23-Nov,10/16/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Black
A839452,Bryony,11/9/2023 17:18,23-Nov,1/22/2019,Adoption,,Dog,Spayed Female,4 years,American Pit Bull Terrier,Brown Brindle/White
A889755,Kenobi,11/9/2023 17:22,23-Nov,9/27/2021,Adoption,,Dog,Neutered Male,2 years,German Shepherd,Black/Brown
A889694,*Chat,11/9/2023 17:24,23-Nov,8/23/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Black
A891717,Bella,11/9/2023 17:29,23-Nov,7/26/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Cream Tabby/White
A889163,Panchito,11/9/2023 17:29,23-Nov,8/18/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A889618,*Arlo,11/9/2023 17:35,23-Nov,8/23/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Black
A889511,*Woody,11/9/2023 17:40,23-Nov,8/23/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White
A889853,*Jada Princess,11/9/2023 17:42,23-Nov,8/30/2023,Adoption,,Dog,Spayed Female,2 months,Pit Bull,Brown/White
A887035,*Teeter Tot,11/9/2023 17:46,23-Nov,8/13/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White
A891078,*Beulah,11/9/2023 17:53,23-Nov,8/17/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Blue
A892303,*Patty Melt,11/9/2023 17:56,23-Nov,11/4/2021,Adoption,,Other,Unknown,2 years,Rabbit Sh,Black
A891316,Tara,11/9/2023 18:00,23-Nov,8/20/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Blue Tabby/White
A887453,*Autumn,11/9/2023 18:02,23-Nov,8/18/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby/White
A890069,*Boba Fett,11/9/2023 18:03,23-Nov,5/11/2023,Adoption,,Dog,Neutered Male,5 months,Catahoula Mix,Tan/White
A891710,Izzy,11/9/2023 18:35,23-Nov,8/26/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair,Black
A891479,Lagatha,11/9/2023 19:15,23-Nov,10/23/2021,Return to Owner,,Dog,Intact Female,2 years,German Shepherd Mix,Black/Tan
A891480,,11/9/2023 19:15,23-Nov,10/21/2023,Return to Owner,,Dog,Intact Male,2 weeks,German Shepherd Mix,Buff/Tan
A891481,,11/9/2023 19:16,23-Nov,10/21/2023,Return to Owner,,Dog,Intact Female,2 weeks,German Shepherd Mix,Brown/Tan
A891487,,11/9/2023 19:17,23-Nov,10/21/2023,Rto-Adopt,,Dog,Intact Male,2 weeks,German Shepherd Mix,Brown/Tan
A891492,,11/9/2023 19:18,23-Nov,10/21/2023,Rto-Adopt,,Dog,Intact Female,2 weeks,German Shepherd Mix,Black/Tan
A891488,,11/9/2023 19:18,23-Nov,10/21/2023,Rto-Adopt,,Dog,Intact Female,2 weeks,German Shepherd Mix,Brown/Tan
A891490,,11/9/2023 19:19,23-Nov,10/21/2023,Rto-Adopt,,Dog,Intact Female,2 weeks,German Shepherd Mix,Brown/Tan
A891493,,11/9/2023 19:24,23-Nov,10/21/2023,Rto-Adopt,,Dog,Intact Male,2 weeks,German Shepherd Mix,Black/Tan
A891491,,11/9/2023 19:24,23-Nov,10/21/2023,Rto-Adopt,,Dog,Intact Male,2 weeks,German Shepherd Mix,Black/Tan
A891494,,11/9/2023 19:25,23-Nov,10/21/2023,Rto-Adopt,,Dog,Intact Female,2 weeks,German Shepherd Mix,Black/Tan
A891500,,11/9/2023 19:25,23-Nov,10/21/2023,Rto-Adopt,,Dog,Intact Female,2 weeks,German Shepherd Mix,Black/Tan
A892778,,11/10/2023 11:23,23-Nov,11/10/2021,Transfer,Partner,Dog,Intact Female,2 years,Pit Bull,Gray/White
A889161,Whiskers,11/11/2023 7:04,23-Nov,8/18/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair,Brown Tabby/White
A891280,*Brady,11/11/2023 10:25,23-Nov,8/1/2023,Adoption,,Dog,Neutered Male,3 months,Labrador Retriever,Brown/White
A892435,,11/11/2023 11:12,23-Nov,11/6/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Black
A892458,,11/11/2023 11:30,23-Nov,7/25/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby/Black
A892846,Unknown,11/11/2023 11:49,23-Nov,11/11/2021,Return to Owner,Field,Dog,Intact Male,2 years,Siberian Husky,Gray/White
A892437,Finnegan,11/11/2023 11:51,23-Nov,11/6/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Medium Hair,Orange Tabby
A890291,*Chanel,11/11/2023 11:53,23-Nov,8/23/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Tortie
A892552,Simba,11/11/2023 11:54,23-Nov,11/7/2022,Adoption,,Other,Intact Male,1 year,Guinea Pig,Buff
A888386,*Mr. Bigglesworth,11/11/2023 11:57,23-Nov,9/5/2015,Adoption,Foster,Cat,Neutered Male,8 years,Domestic Longhair Mix,Lilac Point/White
A892217,,11/11/2023 12:15,23-Nov,11/2/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Torbie
A892271,Fredo,11/11/2023 12:15,23-Nov,8/3/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Black/White
A891945,Cleo,11/11/2023 12:32,23-Nov,7/30/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby/White
A892269,Booky,11/11/2023 12:47,23-Nov,11/3/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Medium Hair,Orange Tabby
A892204,,11/11/2023 12:53,23-Nov,9/2/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Orange Tabby
A884715,Cosmo,11/11/2023 14:13,23-Nov,7/7/2021,Adoption,,Dog,Neutered Male,2 years,Siberian Husky/German Shepherd,Cream/White
A891946,*Matilda,11/11/2023 14:29,23-Nov,7/30/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Blue Tabby/White
A892827,A892827,11/11/2023 14:51,23-Nov,1/11/2023,Transfer,Partner,Dog,Intact Female,9 months,Collie Smooth Mix,Brown/White
A892159,Marley,11/11/2023 15:01,23-Nov,9/5/2023,Adoption,,Dog,Intact Male,2 months,Labrador Retriever,White
A889092,Milo,11/11/2023 15:14,23-Nov,10/21/2022,Adoption,,Dog,Neutered Male,1 year,Siberian Husky,Black/Gray
A888985,*Jam,11/11/2023 15:18,23-Nov,8/8/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,White/Brown Tabby
A888687,*Seine,11/11/2023 15:29,23-Nov,7/12/2023,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Calico
